Campaign,Ad_ID,Date,Age_Group,Gender,Interest1,Interest2,Interest3,Impressions,Clicks,Engagement,Total_Spent,CTR(%),CPC,ROI(%)
Campaign A,Ad-5,2025-03-26,35-39,M,1694,4524,4732,6132,1104,1681,4203.96,18.0,3.81,167.12
Campaign A,Ad-6,2025-03-26,45-54,F,1598,3756,3240,16367,1138,2923,1913.4,6.95,1.68,151.25
Campaign A,Ad-7,2025-03-26,18-24,M,3783,2144,4927,16873,295,2834,1718.53,1.75,5.83,182.61
Campaign A,Ad-8,2025-03-26,35-39,F,2470,1406,4780,9046,1483,1219,3994.93,16.39,2.69,128.37
Campaign A,Ad-9,2025-03-26,35-39,M,1444,2575,2506,3456,1123,2297,3032.72,32.49,2.7,97.95
Campaign A,Ad-10,2025-03-26,45-54,F,3808,4507,1847,6371,197,1004,4527.69,3.09,22.98,116.82
Campaign B,Ad-1,2025-03-26,18-24,M,2277,4444,2651,15922,1338,1761,636.86,8.4,0.48,197.32
Campaign B,Ad-2,2025-03-26,40-44,F,3736,2562,2988,10985,282,1670,2305.89,2.57,8.18,116.69
Campaign B,Ad-3,2025-03-26,45-54,F,2326,4049,3445,10981,1202,1826,2142.5,10.95,1.78,160.79
Campaign B,Ad-4,2025-03-26,45-54,M,1541,1276,2822,19015,296,3895,379.74,1.56,1.28,156.14
Campaign B,Ad-5,2025-03-26,45-54,F,3181,4484,4134,7321,151,2357,1358.55,2.06,9.0,88.36
Campaign B,Ad-6,2025-03-26,40-44,F,1371,1784,4077,8951,687,4693,2066.84,7.68,3.01,183.87
Campaign B,Ad-7,2025-03-26,45-54,M,1739,2147,4536,18904,1436,346,961.85,7.6,0.67,125.59
Campaign B,Ad-8,2025-03-26,35-39,M,3325,3011,4174,16549,1191,3744,560.41,7.2,0.47,179.51
Campaign B,Ad-9,2025-03-26,45-54,F,3811,1039,2983,6578,804,4510,318.01,12.22,0.4,183.93
Campaign B,Ad-10,2025-03-26,55+,F,1861,3478,3190,9995,375,2537,1697.84,3.75,4.53,80.22
Campaign C,Ad-1,2025-03-26,55+,F,3551,4311,4030,6402,995,3755,4036.15,15.54,4.06,167.41
Campaign C,Ad-2,2025-03-26,55+,M,4773,3070,1304,3673,627,1331,3008.52,17.07,4.8,197.78
Campaign C,Ad-3,2025-03-26,55+,M,3684,2464,3767,19731,1369,4930,2868.46,6.94,2.1,110.69
Campaign C,Ad-4,2025-03-26,25-34,F,1348,3789,3568,6543,247,3350,2027.28,3.78,8.21,185.58
Campaign C,Ad-5,2025-03-26,35-39,F,1718,3582,2147,7277,529,4699,3917.11,7.27,7.4,192.13
Campaign C,Ad-6,2025-03-26,55+,F,2703,1183,4364,5429,834,3820,2478.33,15.36,2.97,187.84
Campaign C,Ad-7,2025-03-26,45-54,F,1036,1636,3925,6317,1237,4683,3143.7,19.58,2.54,173.43
Campaign C,Ad-8,2025-03-26,35-39,F,4245,2769,2792,13089,101,1655,4282.49,0.77,42.4,174.12
Campaign C,Ad-9,2025-03-26,40-44,F,3215,1405,2458,19335,1205,392,4146.45,6.23,3.44,164.86
Campaign C,Ad-10,2025-03-26,35-39,M,4196,4103,2049,11319,1455,1234,4771.03,12.85,3.28,109.41
Campaign D,Ad-1,2025-03-26,45-54,M,4917,4801,2609,10207,323,1521,2350.53,3.16,7.28,85.26
Campaign D,Ad-2,2025-03-26,25-34,M,2680,1560,1777,14003,255,1380,1595.56,1.82,6.26,182.4
Campaign D,Ad-3,2025-03-26,40-44,M,1281,2218,3615,16851,458,3504,1326.07,2.72,2.9,81.77
Campaign D,Ad-4,2025-03-26,18-24,M,4807,4688,3252,11161,813,4521,1146.64,7.28,1.41,144.57
Campaign D,Ad-5,2025-03-26,18-24,M,3007,4038,3033,12984,583,378,3094.64,4.49,5.31,81.19
Campaign D,Ad-6,2025-03-26,35-39,M,2361,2921,1907,4778,889,908,4351.09,18.61,4.89,173.2
Campaign D,Ad-7,2025-03-26,18-24,F,2867,1000,4137,19759,357,3228,4220.18,1.81,11.82,132.04
Campaign D,Ad-8,2025-03-26,55+,F,1415,1193,3071,4100,1433,2958,271.26,34.95,0.19,104.95
Campaign D,Ad-9,2025-03-26,18-24,F,1132,4836,4278,19706,1054,1004,3139.34,5.35,2.98,143.8
Campaign D,Ad-10,2025-03-26,35-39,M,1916,1249,3847,14610,748,3336,1299.09,5.12,1.74,134.78
Campaign E,Ad-1,2025-03-26,45-54,M,2627,2174,4931,8823,1318,4109,3202.99,14.94,2.43,194.34
Campaign E,Ad-2,2025-03-26,55+,M,3378,3083,4671,9560,1241,1314,2825.11,12.98,2.28,87.38
Campaign E,Ad-3,2025-03-26,45-54,M,1737,2505,3370,8914,1266,1909,3004.87,14.2,2.37,154.41
Campaign E,Ad-4,2025-03-26,25-34,F,4494,2110,1793,6563,1334,861,4972.02,20.33,3.73,149.62
Campaign E,Ad-5,2025-03-26,55+,F,1904,1858,3534,5947,816,2893,4672.58,13.72,5.73,134.46
Campaign E,Ad-6,2025-03-26,25-34,M,2276,1494,4365,5511,1458,4760,504.57,26.46,0.35,148.59
Campaign E,Ad-7,2025-03-26,55+,F,1939,4437,4010,7216,1214,2277,3820.02,16.82,3.15,157.82
Campaign E,Ad-8,2025-03-26,18-24,M,1608,2461,4149,17204,1075,2943,1723.44,6.25,1.6,180.46
Campaign E,Ad-9,2025-03-26,35-39,M,1106,2366,4565,7204,829,3802,4337.41,11.51,5.23,126.58
Campaign E,Ad-10,2025-03-26,40-44,F,4894,4669,1641,18526,444,3171,4131.61,2.4,9.31,81.72
Campaign A,Ad-1,2025-03-27,55+,M,2857,3978,2246,17593,1042,2040,876.93,5.92,0.84,167.73
Campaign A,Ad-2,2025-03-27,55+,F,4826,4399,2125,18660,162,4691,4207.05,0.87,25.97,115.42
Campaign A,Ad-3,2025-03-27,40-44,F,1329,1382,2712,7023,1417,3388,232.8,20.18,0.16,119.17
Campaign A,Ad-4,2025-03-27,18-24,M,2892,1838,4477,4528,1286,405,4420.56,28.4,3.44,155.98
Campaign A,Ad-5,2025-03-27,55+,F,2786,2524,4556,16486,1396,4315,1049.85,8.47,0.75,125.01
Campaign A,Ad-6,2025-03-27,40-44,F,2316,1224,4217,18625,339,4980,2111.44,1.82,6.23,138.05
Campaign A,Ad-7,2025-03-27,45-54,M,2469,3002,1008,18500,1018,615,794.41,5.5,0.78,148.38
Campaign A,Ad-8,2025-03-27,35-39,F,2135,2377,4947,10214,381,3014,2910.08,3.73,7.64,101.66
Campaign A,Ad-9,2025-03-27,45-54,F,4222,2443,2556,5320,870,4890,3481.44,16.35,4.0,179.27
Campaign A,Ad-10,2025-03-27,55+,F,4649,3208,2468,14768,408,1516,3886.97,2.76,9.53,170.02
Campaign B,Ad-1,2025-03-27,55+,F,2673,1464,4083,9187,172,3345,1933.2,1.87,11.24,99.27
Campaign B,Ad-2,2025-03-27,18-24,F,4664,4239,4357,15311,683,4384,4660.1,4.46,6.82,130.99
Campaign B,Ad-3,2025-03-27,35-39,M,3191,4800,4794,19657,486,2543,2214.4,2.47,4.56,87.06
Campaign B,Ad-4,2025-03-27,35-39,M,2675,3288,2368,10137,312,761,2935.74,3.08,9.41,141.22
Campaign B,Ad-5,2025-03-27,45-54,M,2546,4423,1084,15946,1335,4833,1268.68,8.37,0.95,118.01
Campaign B,Ad-6,2025-03-27,55+,M,2597,2886,4073,7825,973,2031,557.08,12.43,0.57,96.4
Campaign B,Ad-7,2025-03-27,35-39,F,3966,4061,4375,10930,174,3864,4627.59,1.59,26.6,123.64
Campaign B,Ad-8,2025-03-27,18-24,F,1421,2484,4256,3624,1227,983,3147.17,33.86,2.56,80.62
Campaign B,Ad-9,2025-03-27,18-24,F,4975,1466,3674,6885,1131,4740,4175.31,16.43,3.69,163.03
Campaign B,Ad-10,2025-03-27,40-44,M,1288,1437,2110,4731,1081,346,1468.68,22.85,1.36,181.6
Campaign C,Ad-1,2025-03-27,18-24,F,1458,3460,3964,4341,1486,1168,1768.57,34.23,1.19,197.04
Campaign C,Ad-2,2025-03-27,35-39,F,4317,2199,4530,19628,698,1881,1450.05,3.56,2.08,145.59
Campaign C,Ad-3,2025-03-27,55+,F,2159,2530,2157,6257,988,3165,4988.29,15.79,5.05,80.17
Campaign C,Ad-4,2025-03-27,18-24,F,2821,2455,2138,3541,1018,969,3706.3,28.75,3.64,123.77
Campaign C,Ad-5,2025-03-27,55+,F,3184,1259,2863,4050,121,3316,4517.17,2.99,37.33,92.11
Campaign C,Ad-6,2025-03-27,45-54,M,3585,4893,2370,18997,1012,668,4866.46,5.33,4.81,169.1
Campaign C,Ad-7,2025-03-27,25-34,M,1739,2547,4202,7508,1433,282,4548.09,19.09,3.17,117.27
Campaign C,Ad-8,2025-03-27,55+,M,1783,2224,4202,12284,144,3618,2097.18,1.17,14.56,137.26
Campaign C,Ad-9,2025-03-27,40-44,F,2500,4405,3466,12846,560,2522,4788.05,4.36,8.55,121.51
Campaign C,Ad-10,2025-03-27,35-39,F,1098,1451,2456,8240,518,4080,2461.25,6.29,4.75,115.56
Campaign D,Ad-1,2025-03-27,45-54,M,1434,1511,1571,13579,231,642,2615.59,1.7,11.32,180.88
Campaign D,Ad-2,2025-03-27,35-39,F,3523,1879,2532,5515,1411,2385,4977.02,25.58,3.53,119.39
Campaign D,Ad-3,2025-03-27,40-44,M,2158,2300,1552,13424,105,454,2306.55,0.78,21.97,176.31
Campaign D,Ad-4,2025-03-27,45-54,F,4076,1699,3661,12475,1265,1428,2418.92,10.14,1.91,119.62
Campaign D,Ad-5,2025-03-27,35-39,M,2335,4773,4979,9582,1055,1589,214.16,11.01,0.2,104.42
Campaign D,Ad-6,2025-03-27,35-39,M,1004,3493,3062,17162,714,1290,3093.91,4.16,4.33,91.15
Campaign D,Ad-7,2025-03-27,35-39,F,1757,3844,2800,4202,1018,2531,1566.7,24.23,1.54,170.14
Campaign D,Ad-8,2025-03-27,35-39,F,4368,2893,4045,4770,197,3116,1104.46,4.13,5.61,104.67
Campaign D,Ad-9,2025-03-27,35-39,F,2555,3863,3280,13963,1379,1488,3542.77,9.88,2.57,142.96
Campaign D,Ad-10,2025-03-27,25-34,F,4822,4051,2180,15440,1347,4489,4831.61,8.72,3.59,127.32
Campaign E,Ad-1,2025-03-27,35-39,M,2423,2383,4781,5559,1381,684,4798.97,24.84,3.47,82.53
Campaign E,Ad-2,2025-03-27,35-39,M,3908,2498,3621,5807,349,2184,2656.17,6.01,7.61,159.35
Campaign E,Ad-3,2025-03-27,25-34,M,3791,2427,2883,13557,249,2442,720.7,1.84,2.89,145.51
Campaign E,Ad-4,2025-03-27,45-54,M,4759,3955,3790,3309,1487,3385,4503.83,44.94,3.03,154.14
Campaign E,Ad-5,2025-03-27,35-39,M,2970,1931,3024,4714,641,1051,235.09,13.6,0.37,133.91
Campaign E,Ad-6,2025-03-27,45-54,F,2810,1068,4390,11330,1499,311,777.0,13.23,0.52,144.37
Campaign E,Ad-7,2025-03-27,45-54,M,3172,1644,1596,6866,1115,3233,2137.35,16.24,1.92,149.3
Campaign E,Ad-8,2025-03-27,25-34,F,1977,3497,3570,13009,1260,545,2980.86,9.69,2.37,84.39
Campaign E,Ad-9,2025-03-27,40-44,F,3716,2233,2197,14666,447,4948,2579.62,3.05,5.77,128.38
Campaign E,Ad-10,2025-03-27,45-54,M,2802,1610,1007,14422,330,3922,223.68,2.29,0.68,180.67
Campaign A,Ad-1,2025-03-28,35-39,F,2526,4051,2676,10309,1235,642,316.87,11.98,0.26,194.4
Campaign A,Ad-2,2025-03-28,55+,F,4696,2362,2275,6373,620,1481,3425.29,9.73,5.52,160.01
Campaign A,Ad-3,2025-03-28,40-44,F,2252,4415,1445,4535,784,4675,412.96,17.29,0.53,90.71
Campaign A,Ad-4,2025-03-28,55+,M,4185,4420,3698,15241,942,2719,4062.99,6.18,4.31,145.71
Campaign A,Ad-5,2025-03-28,55+,M,1614,2914,3050,13801,730,3078,4633.23,5.29,6.35,166.23
Campaign A,Ad-6,2025-03-28,18-24,F,3662,1345,1357,15179,1171,1386,2777.7,7.71,2.37,92.81
Campaign A,Ad-7,2025-03-28,18-24,F,3656,3055,2981,5860,273,3047,911.91,4.66,3.34,180.86
Campaign A,Ad-8,2025-03-28,35-39,M,2938,3151,2087,9691,634,4066,4119.3,6.54,6.5,170.4
Campaign A,Ad-9,2025-03-28,55+,M,3919,4548,3699,3990,386,3537,1580.33,9.67,4.09,197.88
Campaign A,Ad-10,2025-03-28,18-24,M,4061,2090,1792,8811,872,2041,1003.12,9.9,1.15,182.72
Campaign B,Ad-1,2025-03-28,35-39,M,4797,3107,3771,12821,457,4077,2764.32,3.56,6.05,199.39
Campaign B,Ad-2,2025-03-28,45-54,F,2267,4045,3285,18086,187,2846,1524.91,1.03,8.15,175.82
Campaign B,Ad-3,2025-03-28,45-54,F,1867,1527,2396,14085,495,3457,3890.27,3.51,7.86,99.8
Campaign B,Ad-4,2025-03-28,55+,F,1358,2352,2338,11494,1437,1876,4798.13,12.5,3.34,116.78
Campaign B,Ad-5,2025-03-28,35-39,M,1438,4946,3249,12625,438,3056,1865.69,3.47,4.26,97.01
Campaign B,Ad-6,2025-03-28,18-24,F,4344,1190,1344,14450,1487,422,347.72,10.29,0.23,111.4
Campaign B,Ad-7,2025-03-28,25-34,M,4019,3287,4712,15525,1418,348,1337.68,9.13,0.94,172.46
Campaign B,Ad-8,2025-03-28,40-44,M,4911,1131,2874,14631,649,4393,3597.69,4.44,5.54,179.46
Campaign B,Ad-9,2025-03-28,55+,F,2963,4053,3348,17624,1062,4626,4485.99,6.03,4.22,140.39
Campaign B,Ad-10,2025-03-28,25-34,M,3408,2194,4608,3306,610,4341,4009.89,18.45,6.57,149.4
Campaign C,Ad-1,2025-03-28,18-24,M,4240,3284,1279,9654,1314,1851,1066.91,13.61,0.81,124.17
Campaign C,Ad-2,2025-03-28,18-24,M,4708,1756,1836,4669,1465,1467,1708.55,31.38,1.17,84.33
Campaign C,Ad-3,2025-03-28,35-39,F,4625,4745,3206,10244,1184,2416,2292.24,11.56,1.94,130.79
Campaign C,Ad-4,2025-03-28,55+,M,3016,2454,4752,13195,1156,2412,2172.48,8.76,1.88,87.38
Campaign C,Ad-5,2025-03-28,45-54,M,3883,3494,1964,16919,828,2427,2584.1,4.89,3.12,191.34
Campaign C,Ad-6,2025-03-28,18-24,F,3617,3037,3636,15724,459,3964,611.88,2.92,1.33,121.49
Campaign C,Ad-7,2025-03-28,18-24,M,2107,2531,3287,12168,836,2490,669.38,6.87,0.8,174.43
Campaign C,Ad-8,2025-03-28,18-24,M,2411,4254,2445,16608,839,920,2953.28,5.05,3.52,161.19
Campaign C,Ad-9,2025-03-28,35-39,F,1978,4835,2294,7319,999,4769,3528.76,13.65,3.53,158.55
Campaign C,Ad-10,2025-03-28,25-34,M,3915,2127,2124,15941,119,237,4223.09,0.75,35.49,126.16
Campaign D,Ad-1,2025-03-28,40-44,F,2622,1687,2200,19486,767,1256,2431.7,3.94,3.17,91.2
Campaign D,Ad-2,2025-03-28,25-34,F,4657,3216,4060,6221,1279,4687,742.35,20.56,0.58,194.79
Campaign D,Ad-3,2025-03-28,55+,F,4276,4320,2581,12448,394,1676,3287.53,3.17,8.34,147.37
Campaign D,Ad-4,2025-03-28,35-39,M,3494,3264,1183,7352,781,4113,2691.77,10.62,3.45,165.6
Campaign D,Ad-5,2025-03-28,35-39,F,4280,4373,1730,5800,444,2760,4565.49,7.66,10.28,125.88
Campaign D,Ad-6,2025-03-28,40-44,F,2189,2000,4863,12053,1231,3514,1209.31,10.21,0.98,146.16
Campaign D,Ad-7,2025-03-28,25-34,F,2880,1385,4789,16757,1086,1234,1934.81,6.48,1.78,155.1
Campaign D,Ad-8,2025-03-28,45-54,F,2743,1983,2679,8743,588,360,3907.86,6.73,6.65,141.2
Campaign D,Ad-9,2025-03-28,55+,F,3603,3380,4404,13034,1003,3753,4241.54,7.7,4.23,179.25
Campaign D,Ad-10,2025-03-28,18-24,M,4868,1711,2402,9265,547,4732,4028.1,5.9,7.36,118.94
Campaign E,Ad-1,2025-03-28,40-44,M,3269,4779,1460,13489,799,2551,1143.62,5.92,1.43,173.26
Campaign E,Ad-2,2025-03-28,40-44,M,4798,4492,2640,6131,464,1242,4506.58,7.57,9.71,95.87
Campaign E,Ad-3,2025-03-28,55+,M,4248,1221,1076,13146,1289,1082,4848.84,9.81,3.76,93.55
Campaign E,Ad-4,2025-03-28,18-24,F,3761,3671,1655,11009,694,4189,3264.54,6.3,4.7,166.25
Campaign E,Ad-5,2025-03-28,45-54,F,3839,2445,3582,13520,213,1505,4408.12,1.58,20.7,151.71
Campaign E,Ad-6,2025-03-28,25-34,M,2880,1261,4767,7209,622,1681,2841.13,8.63,4.57,96.13
Campaign E,Ad-7,2025-03-28,45-54,M,1707,3174,3129,18943,1153,2095,1949.74,6.09,1.69,80.63
Campaign E,Ad-8,2025-03-28,40-44,M,3019,1201,2175,8028,1064,3674,216.9,13.25,0.2,123.39
Campaign E,Ad-9,2025-03-28,18-24,M,1174,3934,3992,4625,558,3731,4537.09,12.06,8.13,164.88
Campaign E,Ad-10,2025-03-28,40-44,M,2824,4849,3093,10765,581,4834,2462.58,5.4,4.24,135.97
Campaign A,Ad-1,2025-03-29,45-54,M,3863,3695,3565,19696,1221,3656,3444.51,6.2,2.82,109.87
Campaign A,Ad-2,2025-03-29,25-34,M,4816,4201,4320,17377,1228,3231,1089.29,7.07,0.89,179.75
Campaign A,Ad-3,2025-03-29,40-44,F,4247,2875,1417,17433,613,1387,2102.81,3.52,3.43,121.34
Campaign A,Ad-4,2025-03-29,40-44,F,1000,1289,2129,8286,1000,3289,3533.79,12.07,3.53,125.14
Campaign A,Ad-5,2025-03-29,35-39,M,4543,4943,1101,7476,197,1401,3570.74,2.64,18.13,150.86
Campaign A,Ad-6,2025-03-29,25-34,M,1062,1166,2916,9088,784,2384,2380.8,8.63,3.04,139.45
Campaign A,Ad-7,2025-03-29,55+,F,1029,1316,1963,10151,588,2042,1896.58,5.79,3.23,97.72
Campaign A,Ad-8,2025-03-29,35-39,F,3668,3356,1635,5758,981,4836,1789.89,17.04,1.82,150.88
Campaign A,Ad-9,2025-03-29,25-34,F,3219,3633,1166,15639,1303,3528,3332.39,8.33,2.56,157.81
Campaign A,Ad-10,2025-03-29,18-24,F,4992,2409,2088,5971,1217,4071,3069.7,20.38,2.52,154.76
Campaign B,Ad-1,2025-03-29,18-24,F,2150,1530,3951,17523,1312,1042,2518.16,7.49,1.92,110.07
Campaign B,Ad-2,2025-03-29,40-44,F,4781,4627,2900,14909,436,822,2701.53,2.92,6.2,104.42
Campaign B,Ad-3,2025-03-29,55+,M,1648,2304,4597,9282,756,1924,3334.45,8.14,4.41,181.34
Campaign B,Ad-4,2025-03-29,45-54,M,3324,1757,1388,13902,969,626,1043.94,6.97,1.08,144.57
Campaign B,Ad-5,2025-03-29,40-44,F,1703,2354,1202,4503,582,2236,4696.42,12.92,8.07,81.95
Campaign B,Ad-6,2025-03-29,45-54,M,3418,2670,4353,5121,1174,2610,2047.44,22.93,1.74,105.85
Campaign B,Ad-7,2025-03-29,18-24,M,3725,3049,1423,14273,748,422,730.87,5.24,0.98,103.62
Campaign B,Ad-8,2025-03-29,45-54,F,3860,3985,1286,9587,1172,3173,1195.8,12.22,1.02,167.17
Campaign B,Ad-9,2025-03-29,18-24,F,1420,3269,4382,11962,1488,3545,2940.3,12.44,1.98,82.14
Campaign B,Ad-10,2025-03-29,40-44,M,1328,3088,3275,15193,1011,1944,4709.29,6.65,4.66,100.54
Campaign C,Ad-1,2025-03-29,25-34,M,2677,2145,2032,18830,1082,3484,4701.11,5.75,4.34,189.44
Campaign C,Ad-2,2025-03-29,55+,M,3565,2508,1996,7533,125,1848,4122.74,1.66,32.98,168.04
Campaign C,Ad-3,2025-03-29,55+,M,4878,1298,4108,4638,970,1783,2299.98,20.91,2.37,123.54
Campaign C,Ad-4,2025-03-29,35-39,M,3387,3470,2173,9667,842,3073,4319.97,8.71,5.13,106.34
Campaign C,Ad-5,2025-03-29,25-34,F,1472,3850,4799,8579,177,2817,3791.2,2.06,21.42,83.65
Campaign C,Ad-6,2025-03-29,55+,F,1659,3391,4715,12437,490,4842,2262.95,3.94,4.62,186.66
Campaign C,Ad-7,2025-03-29,40-44,F,3341,1822,3195,13006,649,4262,3609.75,4.99,5.56,110.73
Campaign C,Ad-8,2025-03-29,40-44,F,2125,2741,3502,15822,942,3237,1949.39,5.95,2.07,98.95
Campaign C,Ad-9,2025-03-29,18-24,F,1410,2172,2818,6749,1122,1040,666.21,16.62,0.59,92.32
Campaign C,Ad-10,2025-03-29,40-44,F,4207,3048,4118,14076,1110,2157,1483.19,7.89,1.34,164.28
Campaign D,Ad-1,2025-03-29,25-34,M,1248,1490,3994,13096,1339,2659,4759.32,10.22,3.55,87.41
Campaign D,Ad-2,2025-03-29,35-39,F,4418,4888,2634,18275,707,2956,3087.14,3.87,4.37,111.42
Campaign D,Ad-3,2025-03-29,35-39,F,3006,2079,1204,5273,598,2555,3319.91,11.34,5.55,198.83
Campaign D,Ad-4,2025-03-29,25-34,F,1626,4958,1076,15443,728,1576,4897.4,4.71,6.73,164.02
Campaign D,Ad-5,2025-03-29,45-54,F,2084,3084,1507,7674,609,3108,4405.73,7.94,7.23,136.25
Campaign D,Ad-6,2025-03-29,45-54,M,2261,1385,2915,6558,1256,2962,2051.35,19.15,1.63,87.03
Campaign D,Ad-7,2025-03-29,25-34,M,1803,4613,1354,4825,758,1286,452.77,15.71,0.6,179.3
Campaign D,Ad-8,2025-03-29,18-24,M,1652,3492,2947,6162,616,1138,1737.39,10.0,2.82,135.25
Campaign D,Ad-9,2025-03-29,18-24,M,3250,3083,1410,5886,284,1231,2526.28,4.83,8.9,116.31
Campaign D,Ad-10,2025-03-29,55+,F,2431,3916,2379,12175,398,2321,1355.26,3.27,3.41,119.17
Campaign E,Ad-1,2025-03-29,35-39,M,4764,2943,3671,3179,959,1381,4548.64,30.17,4.74,151.98
Campaign E,Ad-2,2025-03-29,40-44,M,1254,1554,2967,18044,1235,3136,3138.4,6.84,2.54,106.3
Campaign E,Ad-3,2025-03-29,35-39,F,3997,4897,3704,18431,355,4288,1961.75,1.93,5.53,91.29
Campaign E,Ad-4,2025-03-29,55+,M,1875,1133,4426,4566,710,4045,4637.55,15.55,6.53,191.03
Campaign E,Ad-5,2025-03-29,18-24,F,4833,4484,2074,10659,1240,1303,3343.74,11.63,2.7,124.41
Campaign E,Ad-6,2025-03-29,55+,F,3615,4355,4173,13956,1367,2423,4221.67,9.8,3.09,169.88
Campaign E,Ad-7,2025-03-29,40-44,M,2033,1635,3158,10772,670,2037,3254.13,6.22,4.86,118.76
Campaign E,Ad-8,2025-03-29,18-24,M,4133,4983,1827,7965,1319,3040,1346.59,16.56,1.02,82.9
Campaign E,Ad-9,2025-03-29,35-39,F,2879,3859,3967,10052,950,3982,1472.86,9.45,1.55,141.53
Campaign E,Ad-10,2025-03-29,18-24,M,3276,1218,3015,12345,928,3634,638.69,7.52,0.69,140.9
Campaign A,Ad-1,2025-03-30,35-39,F,1280,1331,4124,13210,1176,1969,4351.5,8.9,3.7,140.3
Campaign A,Ad-2,2025-03-30,18-24,M,3827,4633,2533,19106,393,4691,1201.32,2.06,3.06,121.89
Campaign A,Ad-3,2025-03-30,18-24,F,2262,4510,3653,4742,1357,4858,2772.29,28.62,2.04,138.84
Campaign A,Ad-4,2025-03-30,25-34,M,4130,1435,2136,10601,1225,3496,3157.87,11.56,2.58,123.78
Campaign A,Ad-5,2025-03-30,35-39,M,1954,2174,4025,12498,485,3218,4722.19,3.88,9.74,86.29
Campaign A,Ad-6,2025-03-30,45-54,M,4600,3036,1803,8183,737,3544,2359.09,9.01,3.2,147.71
Campaign A,Ad-7,2025-03-30,55+,F,4234,1542,4712,5213,1424,964,628.04,27.32,0.44,92.94
Campaign A,Ad-8,2025-03-30,35-39,M,4111,3172,3612,13297,1120,2614,1829.94,8.42,1.63,103.63
Campaign A,Ad-9,2025-03-30,25-34,F,4240,4998,2835,5649,1271,2791,3102.33,22.5,2.44,128.58
Campaign A,Ad-10,2025-03-30,55+,M,4843,4775,1437,15911,851,4504,504.14,5.35,0.59,195.89
Campaign B,Ad-1,2025-03-30,25-34,M,2283,2183,3442,7869,583,618,959.7,7.41,1.65,148.07
Campaign B,Ad-2,2025-03-30,35-39,F,2399,3413,4742,11979,798,2261,3923.65,6.66,4.92,119.14
Campaign B,Ad-3,2025-03-30,25-34,M,4217,1615,3245,14811,410,2341,1008.37,2.77,2.46,162.34
Campaign B,Ad-4,2025-03-30,25-34,F,2597,2222,3389,4686,1203,3015,1649.37,25.67,1.37,152.71
Campaign B,Ad-5,2025-03-30,18-24,M,3726,4040,4786,3100,601,1958,2292.59,19.39,3.81,97.71
Campaign B,Ad-6,2025-03-30,18-24,M,3793,1423,4685,7454,265,3349,293.16,3.56,1.11,95.43
Campaign B,Ad-7,2025-03-30,55+,M,1761,2118,1296,12482,280,2392,449.67,2.24,1.61,148.75
Campaign B,Ad-8,2025-03-30,35-39,F,4309,1636,4579,7663,791,3506,4918.5,10.32,6.22,184.7
Campaign B,Ad-9,2025-03-30,35-39,F,1745,4326,3130,7593,835,2964,3879.76,11.0,4.65,173.28
Campaign B,Ad-10,2025-03-30,25-34,F,4897,1229,3781,19848,647,1460,4048.04,3.26,6.26,80.55
Campaign C,Ad-1,2025-03-30,40-44,M,4878,1390,3632,6957,725,4942,3599.98,10.42,4.97,161.33
Campaign C,Ad-2,2025-03-30,35-39,M,4347,2887,2581,3892,153,2382,1447.16,3.93,9.46,198.22
Campaign C,Ad-3,2025-03-30,45-54,M,4805,4747,3100,12332,641,3022,4749.17,5.2,7.41,88.17
Campaign C,Ad-4,2025-03-30,55+,F,2515,1286,4606,6208,752,1800,2534.07,12.11,3.37,97.33
Campaign C,Ad-5,2025-03-30,45-54,M,4228,4200,3604,9968,778,825,343.48,7.8,0.44,180.79
Campaign C,Ad-6,2025-03-30,40-44,M,3402,1270,1963,5567,672,3943,627.58,12.07,0.93,199.38
Campaign C,Ad-7,2025-03-30,25-34,M,1953,4864,3543,5851,1488,2360,2343.28,25.43,1.57,114.29
Campaign C,Ad-8,2025-03-30,18-24,F,4489,1917,4781,15970,708,955,3728.85,4.43,5.27,132.49
Campaign C,Ad-9,2025-03-30,45-54,M,4401,3606,3061,15318,1195,4915,948.43,7.8,0.79,148.85
Campaign C,Ad-10,2025-03-30,18-24,M,3765,1585,3471,14117,1317,1994,260.17,9.33,0.2,173.24
Campaign D,Ad-1,2025-03-30,40-44,M,1009,1783,4279,4390,399,3269,1773.59,9.09,4.45,158.78
Campaign D,Ad-2,2025-03-30,25-34,F,3754,4183,2541,12979,1188,4049,4707.53,9.15,3.96,156.3
Campaign D,Ad-3,2025-03-30,25-34,M,1177,3276,1740,12615,473,2981,3506.71,3.75,7.41,136.8
Campaign D,Ad-4,2025-03-30,18-24,F,3112,2273,3643,17314,613,2558,3882.15,3.54,6.33,152.2
Campaign D,Ad-5,2025-03-30,18-24,M,2741,2985,2031,13849,129,1816,4411.92,0.93,34.2,122.08
Campaign D,Ad-6,2025-03-30,55+,F,1677,2394,1597,4064,609,4358,4034.08,14.99,6.62,165.04
Campaign D,Ad-7,2025-03-30,55+,F,2345,3894,1110,13448,714,2397,2517.82,5.31,3.53,194.27
Campaign D,Ad-8,2025-03-30,18-24,F,3209,2669,1106,14436,1197,4102,4712.67,8.29,3.94,172.38
Campaign D,Ad-9,2025-03-30,18-24,F,3832,4343,4510,18870,952,4579,1084.03,5.05,1.14,118.92
Campaign D,Ad-10,2025-03-30,18-24,M,1293,2539,3623,10701,337,4183,3030.79,3.15,8.99,149.79
